Obec trvaleho pobytu;Miesto pracoviska (obec);Periodicita dochadzky;POCET
507750;507679;1;18
507709;506885;2;1
507709;507679;1;5
507725;999999;2;3
507679;529371;2;1
507679;528595;1;1
556548;507750;2;3
507679;506834;1;4
558397;507563;1;1
504203;504297;1;14
504203;504831;1;37
504203;508179;1;8
507750;513016;2;1
504203;504858;1;1
504203;513881;1;1
507491;506991;2;2
507342;999999;2;6
507491;529460;1;1
507342;506745;1;5
507431;529460;2;1
507342;999999;1;6
507369;507385;1;1
507342;504891;1;2
507369;506524;2;1
507491;504009;1;1
556581;518158;1;1
507121;507351;1;1
558338;507750;1;2
507121;504009;1;1
504203;504645;1;1
504513;508063;2;10
504521;000000;1;10
504521;504521;2;11
504521;506745;1;3
504572;504271;1;4
504386;504378;1;2
504513;529389;2;1
504521;508063;2;8
504513;504238;1;5
504521;504351;1;6
504491;529371;2;1
504491;529419;2;1
504521;529427;1;1
504521;504882;1;2
504491;529397;2;1
504386;529371;1;1
504840;504289;1;1
504891;504319;2;3
504726;504726;1;58
504891;503584;1;3
504653;504653;2;4
504726;504203;1;47
504840;504777;1;1
504645;504637;1;9
504831;500267;2;1
556114;504815;1;3
504840;504262;2;1
504777;504327;2;1
556131;504416;1;1
504882;529346;1;1
556131;504513;1;1
504823;504513;2;1
504700;504351;1;1
504319;504513;2;13
504319;504319;1;107
504335;504904;1;6
504513;529354;1;1
504220;503584;1;1
504327;528595;2;1
504238;504581;2;1
504297;529320;2;1
504220;529389;1;4
504327;529397;1;1
504203;507555;2;1
504238;529338;2;1
504319;504238;1;1
504238;529362;2;2
504220;506826;1;1
504360;504815;2;1
504360;504513;2;1
504238;507156;1;1
504904;504891;1;9
504815;504513;2;27
504904;529371;1;1
504815;504564;2;2
504815;529397;1;6
504904;528595;2;1
504891;504581;2;1
504904;508179;2;1
504378;504742;1;9
504351;529346;1;16
504378;504459;1;44
504378;529362;1;7
504378;507156;1;3
504432;504351;1;4
504742;000000;1;35
504611;508063;1;2
504378;523763;1;1
504670;504670;1;57
504483;504742;1;5
504271;517402;2;1
504271;529389;1;1
504815;504947;2;1
504343;508063;1;2
506745;507032;1;110
504718;504718;1;30
504939;504891;1;5
506745;500011;1;33
506745;506893;1;10
504670;506745;1;1
504718;504203;1;3
506745;529397;2;10
504742;502430;2;1
504939;504718;1;1
506745;529419;1;20
506745;503797;1;1
506745;545635;1;1
506745;516589;2;1
506745;505820;2;5
506745;506338;2;3
506745;599824;1;1
506745;518158;2;1
506745;514268;1;1
506788;506745;1;81
506788;000000;2;2
580473;507156;1;6
580473;529320;1;1
506788;000000;1;4
506796;528595;2;2
580473;507555;1;1
506915;507121;1;4
506869;504203;2;2
506842;529435;1;2
506842;581488;1;1
556599;529346;2;1
556599;528595;1;1
506893;502031;1;1
506842;501913;2;1
507067;506745;2;26
507164;507164;1;95
507164;506745;1;154
506931;507156;1;12
506923;529320;2;1
507067;507253;2;2
507156;529354;1;1
506940;508314;1;1
507164;528595;2;2
507636;507539;1;10
507741;000000;2;1
507571;529362;1;1
581488;510386;1;1
556513;507776;2;1
507741;556564;1;4
507571;529320;2;1
507636;504033;1;2
542652;508217;1;3
581488;529354;2;1
507776;529354;1;5
542652;529494;1;2
581488;507211;1;1
507512;507440;1;3
556483;556483;1;83
556483;556483;2;13
556564;556564;1;17
556556;529460;2;4
556653;507601;1;1
556564;529354;1;1
507318;529371;1;2
556556;507814;1;1
507296;504009;2;1
507555;507211;1;1
507211;556556;1;1
542920;542962;1;1
542652;556157;1;1
556408;556408;1;1
542652;580457;2;1
542652;529443;2;1
542652;506613;2;3
505790;000000;2;4
505625;542920;1;3
505692;529371;1;1
513156;513440;2;6
505455;504998;2;2
513156;999999;2;18
513156;506745;1;2
505625;529346;1;3
545651;542652;2;5
505684;556742;1;5
505412;506532;1;4
505790;505315;1;7
505811;999999;1;2
505552;513881;2;1
513156;513865;1;1
505471;507440;2;1
505692;505072;1;1
513156;513351;1;1
505625;507440;2;3
505625;516970;2;1
505625;514454;1;1
505455;529320;1;1
505480;513016;2;1
513156;506036;1;1
505455;556742;1;1
505480;502031;2;1
513016;999999;1;142
513016;507440;1;10
512885;506559;1;12
512885;513326;1;14
512885;528595;1;3
513156;508021;1;1
512885;557421;2;3
513016;508233;1;2
512885;512931;1;1
557391;513610;1;3
557391;513440;1;2
512885;513440;2;1
512931;513610;2;2
513016;513903;1;1
513016;557391;1;3
505358;505358;1;56
556742;529346;2;1
542849;506591;2;1
505382;505455;1;6
542822;505854;1;10
505200;542652;2;1
505072;999999;2;3
505200;504998;1;5
505358;504998;1;4
556408;000000;1;1
505358;542741;1;1
505412;514454;1;1
542857;542652;1;13
542857;529371;1;1
542857;505412;1;1
543080;999999;1;3
505412;000000;1;3
505358;505358;2;3
543080;543080;2;2
505072;506834;2;1
542776;505790;1;2
556742;501956;1;1
556742;529460;2;1
505382;000000;2;1
542806;529397;1;1
556360;518808;2;2
513016;507032;2;1
513016;513326;2;2
513253;505820;1;19
513253;513296;2;2
513440;529389;2;3
513598;506559;1;13
504581;504661;1;22
513725;506559;1;4
513024;513016;1;55
504581;500011;1;4
513865;506796;1;1
557625;512842;1;1
557625;999999;2;2
504581;529371;2;2
557625;506559;2;1
506338;513016;1;12
504793;000000;1;8
504971;501433;1;1
504661;507750;1;1
506150;504696;1;3
506338;529460;1;12
504688;504203;1;6
504866;506184;1;1
506419;507440;1;9
506338;529389;1;6
504424;506524;1;2
504254;999999;1;2
504424;507750;1;2
504254;505820;2;1
504254;507440;2;1
504262;529354;2;1
504408;504408;1;6
506141;506630;2;1
505846;505820;1;51
505901;506524;1;44
505901;529320;2;2
505889;507679;1;2
505901;506613;1;1
506338;506541;1;1
506524;528595;1;32
506524;506184;1;41
506346;506443;1;1
506443;506443;2;6
506265;506109;1;1
556459;506567;1;1
505994;000000;2;5
556459;506583;1;5
506346;507229;1;1
506435;506184;1;1
506443;528595;1;3
506516;558354;1;1
556459;507989;1;1
506435;517402;2;1
506443;507750;1;1
506443;505994;1;1
506524;505897;1;19
506401;506281;2;1
506427;507709;1;2
506257;506338;2;1
506303;506265;1;1
506311;508179;1;1
506265;529389;1;1
506583;505820;2;6
505315;505803;1;50
506630;528595;1;2
506524;506834;1;1
506583;529460;1;1
506524;504262;2;1
506630;513881;2;1
506109;507440;1;2
505919;506583;1;8
506061;999999;2;1
505951;999999;2;1
506109;513253;2;1
506001;507253;1;2
506206;000000;2;2
505994;507342;1;1
505951;504769;2;1
506061;506150;1;1
505919;999999;1;1
505315;529397;1;23
556441;529354;1;1
505315;508179;2;3
505315;529419;2;4
505315;514021;1;1
505315;514136;1;2
542733;505498;1;3
542962;514268;2;1
542962;580449;1;1
543004;529346;1;8
543004;529371;1;3
505170;529346;2;2
580449;504998;2;2
580953;542733;1;2
542733;505463;1;1
580449;508438;1;1
505315;556220;1;1
505307;505307;1;64
505323;529371;1;1
505706;999999;2;1
543047;500968;1;2
505307;505820;1;3
505722;513881;1;3
505307;529346;1;2
556246;504998;2;1
505170;529371;1;1
505463;505463;2;3
505731;504998;1;37
505731;580449;1;4
580953;505820;2;1
505706;514292;1;4
505463;505803;1;2
505170;505463;1;1
556173;542652;1;2
505722;501204;1;1
505315;529401;1;3
505315;509001;1;1
505731;528595;1;1
512842;504998;1;1
513008;000000;2;12
512842;517941;1;1
557633;508829;2;1
512915;518158;1;1
512915;513466;2;2
512915;523381;1;1
557561;529435;2;2
513172;512915;2;1
513245;529320;2;1
513008;517402;1;6
557510;513296;2;1
513474;529397;2;3
557552;513016;2;1
512966;512036;1;1
513474;529311;1;1
513008;557480;1;1
513245;513610;1;1
513881;508438;1;33
513881;505820;2;3
513881;506745;1;12
513881;516643;1;4
513881;503614;2;1
518913;513776;1;2
513563;512842;2;23
513601;512851;2;1
513474;517526;1;1
557480;513601;1;3
518913;999999;2;7
557595;557595;1;6
513563;513326;1;1
513903;514284;1;7
513911;513920;2;1
513903;529419;2;1
513920;513881;1;172
513920;513997;1;1
513946;513881;1;59
513962;513989;1;38
513997;999999;2;42
513997;545333;2;1
513954;513954;2;8
513971;513989;1;3
513989;513903;1;6
513920;513989;1;2
513946;504025;2;1
513989;505820;2;1
513962;513989;2;1
513938;506273;1;1
513997;514136;1;1
513997;508560;2;1
513997;543497;1;1
513997;512273;1;1
513997;557358;1;1
513997;560103;1;1
514144;514144;2;2
514071;514071;1;159
514080;529354;2;1
514144;518158;2;1
514080;514268;1;3
514101;514144;2;1
514136;513881;2;16
514136;517402;2;1
514071;999999;2;6
514225;999999;2;11
514233;513989;1;62
514250;513881;1;51
514179;514179;1;25
514187;514268;1;5
514250;000000;1;8
514187;514187;1;30
514209;513903;1;22
514225;514268;2;1
514225;517402;1;4
514225;501956;2;1
514241;000000;2;2
514250;513881;2;2
514209;529346;2;1
514233;524930;2;1
514128;513440;2;1
514039;514225;1;12
513997;514021;2;2
557714;513911;1;1
514004;543055;1;1
514322;528595;1;1
514292;514187;1;5
514322;999999;2;2
514268;529320;2;2
514381;513881;1;19
514314;514454;1;2
514292;505307;1;1
514284;514268;2;2
514268;508438;1;1
513610;999999;1;52
513610;000000;2;69
513610;512885;1;1
557501;557501;1;20
512851;529320;2;6
512851;509132;2;1
513610;529419;1;1
514411;513903;1;7
514420;514233;1;16
514438;513920;1;7
514454;542652;1;1
514365;513903;1;9
514403;000000;1;4
514411;517917;1;3
514420;514233;2;2
514454;529338;2;1
514357;510998;2;1
513300;513342;2;1
557439;512940;1;1
557439;513598;1;3
512940;509868;2;1
512940;506613;1;1
505820;506613;1;126
505820;513016;1;257
505820;506303;1;4
505820;542822;1;2
513814;513610;2;10
513326;514268;1;1
513814;512940;1;5
557447;528595;2;1
557471;513156;1;2
513776;513776;2;3
513342;517526;1;1
505820;502031;1;2
505820;501433;2;1
505838;000000;2;2
505820;505919;1;1
506036;505820;1;260
506028;505854;1;6
505943;529362;2;1
506168;505846;2;1
505960;513440;2;1
505943;529460;2;2
505978;506508;1;1
505943;513016;2;1
506028;529354;1;1
505943;505854;1;1
505943;529354;2;1
505820;507938;1;1
506095;506001;2;1
506036;500011;1;1
506087;999999;2;3
506354;999999;1;4
506087;529460;1;1
506087;513156;2;1
506281;506559;2;10
506281;512931;1;1
506567;000000;1;48
506567;506567;1;172
506591;506613;1;3
506591;506036;2;1
506541;523933;1;1
506559;507156;1;1
506567;506532;1;1
506567;506613;1;5
506567;501026;2;1
506591;529371;2;1
506559;508110;1;1
506559;513156;2;1
506567;506087;1;3
501026;501433;1;24
501026;529354;1;12
506656;506371;1;1
501026;501956;2;1
501026;529371;2;5
506354;506559;2;14
506508;557340;1;1
506281;529435;2;1
506532;529389;2;1
506281;512931;2;1
506281;557391;1;2
506371;506567;1;4
506354;529371;2;1
506281;557404;1;1
501034;501034;1;143
501034;501417;1;1
501034;501158;1;1
501034;528595;2;1
501140;503011;1;86
501093;529460;1;2
501395;529397;2;2
501093;501174;1;1
580911;528595;1;2
501042;501204;1;10
580911;501140;1;1
501069;501093;1;1
501085;503011;2;1
501123;509001;1;3
501026;506583;2;1
501026;506338;1;1
501166;501026;1;74
501174;501174;1;115
501140;501328;1;5
501174;000000;1;22
501140;501280;2;1
501174;501174;2;2
501166;501280;2;1
501174;529460;2;2
501212;501212;1;144
501280;529320;1;2
501310;501174;1;14
501247;501166;1;1
501221;501204;1;4
501280;999999;2;7
501271;501026;1;2
501280;529389;1;1
501212;503011;2;1
501344;501221;1;2
501280;504513;2;1
501115;501328;1;8
501344;501361;1;2
501328;529338;2;2
501336;501115;2;1
501204;511218;1;2
501204;501140;1;8
501174;501204;2;1
501409;501409;2;7
501361;501344;1;6
502031;502995;1;21
501379;501379;2;2
502031;502588;1;15
501352;501239;2;1
501379;529320;2;2
502031;502057;1;19
502031;529371;2;10
502031;502324;1;3
502031;505820;1;5
502031;502294;2;1
502031;507938;1;2
502031;508535;1;1
502031;510262;2;1
502111;502031;1;98
502120;999999;2;4
502031;518425;1;1
502031;502219;2;1
502031;501026;1;2
502031;501433;1;2
502031;545635;1;1
502057;502413;2;3
502057;518557;1;1
502189;502871;1;3
502049;502821;1;2
502154;529371;2;1
581895;518557;2;1
555843;502031;2;4
502103;581160;1;1
502065;501280;2;1
502065;501026;1;2
502065;503487;1;1
502154;502863;2;1
502189;502871;2;1
502154;502413;1;1
502065;503053;2;1
502154;508659;2;1
502049;502847;1;1
502481;502031;1;80
502502;502197;1;1
502472;502677;1;2
581135;581160;1;2
502481;502936;2;5
502430;518158;2;2
502570;502863;1;1
502430;502987;2;1
502421;528595;2;2
502511;506338;1;1
502448;500933;1;1
502707;502421;1;2
502782;000000;1;65
502600;502600;2;1
502677;529354;2;1
502693;529371;1;3
502693;502979;1;1
502634;502219;1;2
502677;502979;2;1
502693;502430;1;1
502715;502715;2;7
502596;515850;1;1
502642;529371;2;1
502596;557293;1;1
502375;502740;1;1
581895;529371;1;1
502383;502634;2;1
502251;502987;2;3
502341;503584;2;1
502227;529346;2;1
502294;503177;1;1
502324;529320;2;1
502782;515850;1;2
502782;529389;1;4
502731;502979;1;4
502766;502715;1;1
502782;518158;2;6
502782;518689;2;1
502766;000000;2;1
502782;516074;1;2
502731;502731;2;2
502987;502791;1;6
502910;999999;2;5
502987;529460;1;7
581160;502111;1;1
502987;502511;1;1
581160;999999;2;1
502987;502961;1;2
502928;518387;2;1
500011;580899;1;417
500011;000000;2;316
500011;507032;1;56
500011;507211;1;2
500011;500682;1;23
500011;500887;2;23
500011;529311;2;10
502995;502383;1;1
502995;502430;2;1
502987;502049;1;1
502995;502197;2;1
502812;502936;2;4
502812;502863;1;3
502821;502821;2;16
502952;502863;1;1
502821;000000;2;4
502812;502413;2;3
502821;529311;1;1
502863;598186;1;1
500011;500101;1;25
500011;543004;1;1
500011;503479;2;1
500011;507156;2;2
500011;599018;2;1
500011;500968;2;6
500011;527106;1;1
500011;506249;1;3
582387;529320;2;1
500020;529346;1;4
545589;504025;1;108
500046;000000;1;7
558320;582387;1;1
581623;500011;1;68
581623;558320;1;1
500101;500780;1;3
500071;582387;1;3
500356;999999;2;3
500046;529346;2;3
555886;524140;1;1
500046;529419;2;1
581623;500933;2;1
500071;502031;1;1
545589;504513;2;1
500160;502171;1;1
581623;512036;2;1
500232;555851;1;1
500313;500780;1;7
500372;504998;1;2
500356;500020;1;1
500402;500470;1;2
500411;507172;1;1
500313;500941;1;1
500381;500372;1;1
500372;510262;2;1
555959;000000;2;4
558320;580899;1;5
500411;528595;1;2
558320;556696;2;1
500372;500747;1;1
500411;500372;2;3
500402;555860;1;1
500356;518158;2;1
500674;500011;2;17
500704;500887;1;10
556696;500011;2;48
556696;529371;1;1
580899;500887;1;5
500887;507440;1;3
500704;509540;2;1
556696;502413;1;3
500704;503011;1;1
500712;500011;2;4
500577;507156;2;1
500712;555886;1;1
500577;513016;2;1
500704;529362;1;1
500844;000000;2;3
500844;558320;1;5
500895;503011;1;3
555991;000000;2;2
500895;500011;2;11
500887;529346;1;4
500895;529397;1;2
500844;500577;2;1
500518;528595;1;5
555991;529460;1;1
500453;500453;2;7
581097;500011;1;30
556785;502031;1;1
500453;543004;1;1
556785;000000;2;2
555908;555886;1;2
500488;508217;1;1
580899;529460;1;3
580899;500101;1;3
500453;529397;1;2
500488;500020;2;2
500470;500631;1;1
500569;502031;1;1
500933;512036;1;1
500933;502979;1;2
500933;507032;1;1
503011;505820;1;5
503011;504025;1;35
503011;501140;2;14
503011;503452;2;11
503011;502031;1;15
503011;503045;2;4
503011;503436;1;1
501018;500011;2;3
503070;503614;1;3
503011;516970;2;1
503151;529389;2;2
503177;501026;1;8
503151;503096;1;1
503126;528595;2;15
503223;528595;1;4
503118;503274;1;21
503134;504815;1;1
503231;503525;1;4
503151;503959;2;1
503118;528595;2;1
503118;510386;2;1
503151;503045;1;2
503185;503452;2;1
503134;518158;2;3
503126;529401;2;1
503185;529460;2;3
503134;529443;2;1
503134;516643;2;1
503193;503193;1;95
503193;500011;2;3
503240;529460;2;1
503321;503134;1;1
503274;507440;2;1
503266;529320;2;6
503193;503282;1;1
503266;529346;1;1
503258;503401;1;1
503185;529419;2;1
503266;509132;2;1
503223;599883;1;1
503240;529371;2;1
503088;529460;2;1
503070;501140;1;2
503053;525260;2;1
503045;529460;1;6
503037;999999;2;5
503088;502677;2;1
503088;504025;1;1
503096;529311;2;1
503045;502031;1;3
503053;529460;2;2
503088;528595;1;2
503070;503452;1;1
503045;529371;1;1
503053;529346;2;2
503371;500933;2;5
503282;502413;1;2
503291;000000;1;1
503291;503291;2;3
503371;503398;1;1
503321;528595;2;3
503363;503606;2;1
503355;503312;1;1
503339;503576;1;1
503363;500631;1;1
503576;503185;1;9
503495;503592;1;39
503525;507440;1;1
503533;501140;1;7
503568;501140;1;1
503576;503339;2;1
503509;529460;1;1
503584;529346;2;10
503495;514268;1;1
503568;503932;1;1
503533;501026;2;1
503509;503479;1;1
503568;503401;2;2
503550;502979;1;1
503576;504025;1;1
503568;503169;1;1
503584;501328;1;2
503584;503436;1;1
503592;529320;2;15
503584;529494;1;1
503584;517097;2;1
503479;000000;1;13
503436;503584;1;22
503452;529389;2;7
503401;503061;1;2
503479;503584;1;7
503452;503584;2;3
503479;529320;1;2
503398;508438;2;1
503479;999999;2;1
503401;529494;1;1
503592;556025;1;1
503592;501026;1;7
503606;529427;1;1
503592;501034;2;1
503606;507156;2;1
503606;529460;1;4
503592;580899;1;1
503592;503606;1;3
503592;529494;2;1
504025;518913;2;10
504025;500968;1;1
504025;504190;1;11
504025;506818;1;1
556025;529443;2;1
504025;507750;1;2
504025;507814;1;2
503720;518913;1;1
504025;503771;2;1
503380;503592;1;20
503380;529460;2;2
503614;529389;1;3
503614;529338;1;2
556050;528595;1;4
503631;503274;1;2
503631;503592;2;2
503631;503479;2;2
556050;503282;1;1
556050;502421;2;1
500241;529443;1;4
503720;529371;1;1
503886;504084;1;2
503711;503843;2;1
503720;504165;1;1
500241;524140;1;1
503886;501611;1;1
504092;508217;1;2
504998;517712;1;1
504092;503614;1;1
504165;000000;2;13
503991;529346;1;8
504190;503878;1;4
504068;504092;1;4
504165;511773;1;1
504165;503771;1;3
504190;545333;1;4
504068;529354;2;2
504998;508438;2;2
504998;505803;2;4
504998;504203;1;1
504998;503011;1;3
504998;529362;1;3
504998;580236;1;1
504998;555789;1;1
500739;506613;2;1
503932;529397;1;4
503886;501905;1;1
504998;509884;2;1
542717;507440;1;71
542695;500011;1;9
542717;556149;1;1
504998;508209;1;1
504998;510262;1;1
505374;505790;1;3
556149;556157;1;2
581704;504998;1;93
542971;500011;1;50
556157;556157;1;94
556157;529460;2;1
543039;545635;1;1
543039;502413;1;1
543110;505641;1;1
556157;581305;1;1
505374;581658;1;1
556157;529397;1;2
542971;529371;1;1
543101;556157;1;1
505048;542938;2;1
556157;542938;2;1
543039;500950;1;1
543071;545635;1;1
543101;542717;1;1
556149;513881;1;1
556327;505439;1;5
505404;558320;2;1
581305;504998;1;178
505234;513881;1;1
505374;542652;1;3
505242;513881;1;3
581658;580457;1;3
505404;504017;2;1
580457;529397;1;2
505404;507938;1;2
505137;500640;1;8
505404;542652;1;1
505421;507318;1;1
505137;580457;1;1
505421;556211;1;6
505404;513881;1;1
581305;500011;2;1
556211;598186;1;3
556211;000000;1;1
542881;505641;1;2
542938;580457;1;9
556351;542733;1;18
556351;505307;1;1
542938;505064;1;1
556220;505421;1;7
542709;529371;2;1
542792;528595;1;1
542792;529397;2;1
556351;529460;1;1
542938;529419;1;1
542709;505226;1;1
542938;529371;2;2
542938;505714;2;2
542881;509540;1;1
542661;500933;1;1
504998;518808;1;1
505561;556157;1;17
505617;504998;1;66
505641;505641;1;102
505439;505315;1;39
505439;542652;1;2
505510;505510;1;31
505498;505242;1;23
505617;999999;1;3
505421;556297;1;1
505439;000000;2;3
505498;543047;1;5
505421;529346;1;2
505498;505196;1;1
580457;507440;1;2
505676;505048;1;1
505714;000000;1;8
505421;508179;1;1
500607;500607;1;35
500151;502413;2;6
500151;500127;1;11
500151;502863;1;15
500283;500968;1;135
500658;500658;1;65
500542;529460;1;1
500151;506745;1;1
500968;509132;2;1
500968;508829;1;1
500968;500925;2;4
500062;506338;1;1
500364;000000;1;7
500828;529354;1;2
500437;500933;1;1
500461;529460;2;2
500429;500429;1;26
500593;500321;1;1
500747;500933;1;4
500747;529460;1;1
500747;507156;1;1
500429;999999;2;1
500364;529346;2;1
500437;517402;1;1
500585;529346;2;1
505749;580457;2;2
500968;503584;2;1
505773;528595;2;3
500968;500721;2;1
500968;529435;2;1
555932;500011;2;2
500747;500011;2;8
517461;517461;2;213
517861;517861;1;107
500810;529460;1;3
517305;502413;1;5
500828;506338;1;1
500828;507440;1;2
500810;502031;2;2
500828;529371;1;2
500836;500836;2;3
517305;529389;1;1
500828;518158;1;1
500976;599824;1;1
518018;507440;2;2
517674;529443;2;2
517674;529311;1;1
517895;517895;2;10
517895;000000;1;6
581984;517461;1;96
517674;518085;1;2
517992;999999;1;6
517691;517895;1;1
517992;517861;1;1
509132;502031;2;3
509132;509515;1;14
518085;529362;2;2
517461;529346;2;5
517461;505820;2;1
517461;517712;1;1
509132;513881;2;1
509230;509507;1;135
509183;517402;2;30
509221;999999;2;28
509221;509493;2;1
509248;509531;1;29
509213;529311;2;1
509311;509132;2;17
509183;509345;1;2
509248;512036;2;2
509230;517461;1;1
509183;509868;2;3
509248;599824;2;1
509183;518158;2;1
509248;507156;2;1
509299;518042;2;1
509345;518069;2;1
509361;509361;2;8
509396;999999;2;17
