obecA;obecB;Periodicita dochadzky;POCET
517011;528595;1;1
517020;517020;1;14
599883;521574;1;1
529460;507440;1;11
529460;502995;1;1
529460;500011;2;15
529460;501913;1;3
598216;999999;1;16
529460;520471;1;1
516970;529460;1;27
599883;505820;1;3
529443;528595;1;51
529443;000000;1;80
517241;508438;1;1
516660;000000;1;15
599883;559831;2;4
598224;599841;2;233
517038;516589;2;31
599883;598682;2;27
517194;599328;1;4
598224;598119;1;5
598224;599816;2;36
517089;516988;1;3
599883;525529;1;4
529494;508217;1;8
517364;516589;1;38
517241;517011;1;4
516791;529460;1;1
517313;999999;2;3
599883;599875;2;5
516970;516881;1;4
516589;504815;1;1
516872;599891;2;1
599883;521639;2;2
599883;501778;2;1
517194;516767;1;18
516767;508438;2;8
599883;521965;1;2
529460;500828;1;1
517186;517186;2;1
516872;999999;2;5
599883;524140;2;4
598224;599018;1;29
599883;528293;2;1
599841;521671;1;1
598224;521892;1;2
599841;524140;1;4
598224;521248;1;2
599883;599328;1;1
599859;598151;2;1
598194;000000;2;8
599841;528722;1;1
598224;528447;1;2
598224;517763;2;1
598208;598127;1;1
599883;526142;2;1
599883;582093;1;1
598224;519006;1;1
599883;508438;1;4
598208;999999;2;2
598216;521752;1;1
529460;504203;2;3
529443;508098;1;1
529460;508098;1;4
529443;529371;1;33
598224;522163;1;1
598216;506745;1;1
529494;508217;2;1
598208;599875;1;3
529460;500453;1;1
529460;507849;1;1
529460;508314;2;1
599859;598682;2;1
599883;526282;2;1
598224;515671;1;1
529460;580457;2;1
598216;524140;2;1
598208;599913;1;1
529460;504378;1;1
517259;000000;1;28
517216;000000;2;2
517241;517216;2;1
516708;516589;1;45
529460;506583;2;1
517364;529397;2;2
516821;516821;2;1
516970;529389;1;3
517216;516643;2;1
516708;500011;1;1
517046;516767;1;1
517038;999999;2;16
516821;000000;2;5
517194;517402;2;1
516848;516660;1;5
517364;529389;1;4
517313;599328;1;7
516767;500933;1;1
517135;512729;1;1
517020;529460;2;2
516767;517364;1;8
517038;508454;1;1
516589;516945;1;1
516881;512036;1;1
516741;508560;2;1
516741;517038;1;1
517364;502031;1;1
517259;517267;1;1
517020;508438;2;3
516821;518204;2;1
516767;517097;2;1
517259;517259;2;1
516724;529320;1;2
599336;517381;2;1
516660;529346;1;1
516589;506281;2;1
599336;516805;1;1
517046;529320;1;1
516589;518921;1;1
517186;517267;1;2
517011;504009;2;1
517259;529397;1;1
516945;599328;1;4
599336;516970;2;1
516848;517097;1;1
516988;599328;1;3
516970;503665;1;1
517089;518158;2;1
517364;523381;2;1
517194;503584;1;1
581747;516660;2;2
517194;512036;1;1
516708;999999;2;1
516767;512036;1;2
516589;518042;1;1
516589;517291;1;1
516589;516759;2;1
516791;517071;2;1
516589;506745;2;1
516589;529346;2;3
516660;516937;2;1
516741;516791;2;1
516970;517917;2;1
515701;000000;1;30
513903;513881;1;660
514420;514268;1;35
529346;529354;1;264
508462;508438;2;5
514331;514373;1;1
508853;508438;1;89
509086;508853;1;243
508888;508853;1;66
529354;529320;1;727
557706;513881;1;48
515647;999999;1;2
529362;529362;2;32
508497;529460;1;72
513881;514071;1;44
514829;514829;2;95
513911;505633;1;1
508527;000000;1;328
513962;000000;1;49
508853;508624;1;5
508527;508527;1;442
513881;517402;1;37
515736;511218;1;6
508853;511200;1;1
513881;514454;1;228
514411;514225;1;71
508497;509001;1;18
514110;514292;1;1
515639;514462;1;26
514454;514063;1;9
514713;000000;2;4
514462;529354;2;4
515264;511218;1;15
514969;999999;1;5
509124;000000;1;154
515442;515132;1;2
514241;999999;2;8
514799;529460;1;2
508578;529320;1;1
514292;580953;2;2
508497;508811;1;12
508497;507440;1;4
515183;000000;2;2
514853;514462;1;18
514691;515612;1;3
515680;999999;1;56
508497;518808;1;4
514462;506745;2;5
514071;514268;1;147
514225;513881;1;172
514136;514136;1;256
514438;513903;2;1
514462;515621;1;1
515663;511391;1;7
513881;512036;2;5
514136;513989;1;19
557854;511765;1;1
508497;529311;1;1
508845;508497;2;2
513903;513903;2;54
508900;508462;1;23
514454;505315;1;25
514063;514454;1;89
515540;514811;1;2
513881;505722;1;3
514322;513881;2;13
557706;508438;1;2
514021;999999;1;22
515604;515469;1;1
515493;000000;1;8
513997;513920;1;28
514098;513881;1;50
514250;999999;1;15
509124;514268;1;1
509124;508900;1;55
514411;000000;1;65
557811;515051;1;3
508497;526142;1;2
514004;513881;1;17
515809;508438;1;2
515710;999999;1;10
514462;508438;2;21
514420;505820;1;8
515451;515264;2;1
514764;598224;1;1
515001;515469;1;3
514381;514454;1;9
514209;529354;1;1
513997;516589;2;13
529362;508110;1;1
515027;000000;1;10
514462;515701;1;10
508934;528595;1;1
515680;508853;1;4
514659;000000;1;14
514241;999999;1;24
514462;508179;1;5
514349;513881;1;16
508934;529389;1;1
513881;599786;2;1
515469;598224;1;1
513989;598186;1;1
557919;514462;1;4
557251;508497;2;2
514144;513881;1;72
514551;515248;1;1
557706;557706;1;15
557901;501026;1;1
514365;513903;2;5
508446;508462;2;1
508853;529397;1;4
515086;515086;1;4
514322;514454;1;5
514683;514781;1;4
513881;513440;1;4
514969;515710;1;1
508578;508438;1;1
513989;514241;1;10
513954;518158;1;1
515540;518158;2;3
514985;000000;1;11
514071;513997;1;31
514462;526665;2;1
514535;515001;1;1
514764;000000;1;17
508497;557285;1;1
508608;529371;1;1
515639;515621;1;4
514420;542652;1;4
514063;513997;2;3
515001;510998;1;1
513881;515612;1;1
515264;514829;1;2
529354;529401;1;15
514764;556777;1;1
513938;529460;1;4
515019;000000;1;6
515426;999999;1;6
515680;525987;1;5
515639;999999;2;2
515728;515728;2;1
515043;525529;2;1
515451;557811;1;2
515043;529320;2;1
515540;000000;1;12
515001;511391;2;3
515272;000000;1;10
515779;514951;1;4
515728;999999;1;2
515485;000000;2;2
515639;599328;2;1
515043;507440;1;3
557765;514624;1;7
515272;515744;1;1
515001;557757;1;1
515124;514462;2;3
515060;507741;2;2
515141;525651;1;4
515060;515001;1;2
515744;514829;1;1
515451;500011;1;1
515035;515205;2;1
515167;514462;1;1
515124;511218;1;1
515001;518034;2;1
515736;515001;1;1
515736;515612;2;1
515001;503011;1;1
515086;515001;1;1
515744;500011;2;2
529346;529435;2;1
515566;517402;1;1
515736;514608;2;1
515566;529460;1;1
515451;529460;1;1
515043;523950;1;1
515698;514519;1;1
515752;514519;2;1
515086;598224;1;1
515728;515230;2;1
515442;999999;2;1
529346;517402;1;1
529354;507032;1;1
513997;503452;2;2
513938;513903;2;2
514004;513989;1;3
513946;523925;1;3
513997;506583;2;3
513946;504998;1;1
513920;999999;2;8
513997;518034;1;1
514021;508365;2;1
514349;529460;2;2
513997;508021;1;3
514144;514209;1;2
514209;502031;1;3
514314;000000;1;27
514225;514071;1;1
514292;507938;1;1
514187;000000;2;9
514284;529371;1;1
513997;514128;1;1
513938;512371;2;1
514144;505480;1;1
513997;508063;1;2
514217;529371;1;1
514420;502863;2;1
514233;514101;1;4
514136;545333;1;1
557706;557706;2;2
514420;508063;1;3
514209;512036;1;1
514233;513920;1;2
514233;500011;1;1
557706;557714;1;1
557706;506630;1;1
514187;508101;2;1
514233;514225;1;1
514012;514233;1;1
513946;514136;1;1
514217;514373;1;2
514233;529427;1;1
513946;505170;1;1
513997;518557;1;1
514292;506125;1;1
514268;500011;2;1
514021;508560;2;1
513997;517267;1;1
508829;529346;1;1
514268;506583;2;1
514209;542652;1;2
514322;508438;2;1
514322;514411;1;1
508527;506338;2;1
508497;514136;1;1
508527;500011;2;2
508497;515680;2;2
508497;525987;1;1
508853;504203;1;1
508497;508446;1;3
508527;515850;1;1
508527;509019;1;1
509086;557251;1;7
508497;508381;1;1
509124;503665;1;2
529354;507806;1;1
529346;508098;1;2
508446;509060;1;1
508497;510726;2;1
508497;523381;1;2
508489;508594;2;1
509051;500011;1;1
529362;501905;1;3
529362;507814;1;7
509124;508527;1;1
529354;529494;1;26
508497;523631;1;1
529354;518158;2;1
508853;508811;1;3
508527;508489;1;1
508527;509086;2;2
508829;500011;1;1
508527;524140;1;1
514241;529346;1;1
513881;524140;1;3
508489;508438;1;1
529346;504017;1;1
508527;509001;2;1
508497;525430;1;1
529362;529311;2;3
513881;514438;2;3
513903;513920;1;12
513911;502413;1;1
529346;504203;2;1
529354;508306;1;1
529354;508438;2;1
513881;518557;2;1
529362;508314;1;1
514373;513946;1;1
513881;506338;2;3
514110;513920;1;7
557714;000000;2;9
529362;509001;2;1
514241;529460;1;8
514365;542652;1;14
513962;514268;2;15
513997;507741;1;3
513997;507156;1;1
513971;514331;1;1
514373;514021;1;1
514357;999999;2;20
514390;513920;1;6
513920;505820;1;2
514331;513997;2;3
514357;514268;1;6
514136;505200;1;1
514454;513903;2;2
514101;999999;1;5
514403;505820;2;2
514306;529460;1;1
514292;514063;1;5
514101;514101;1;11
514071;514128;1;4
513881;509132;2;1
514411;506745;1;2
513881;517917;2;1
514365;514101;2;1
514071;510327;1;1
514381;514110;1;1
513962;514454;2;5
514373;513989;1;2
514080;514225;2;4
513989;518158;2;1
514411;500011;1;1
514225;504513;1;1
514080;509256;1;1
508900;508055;1;1
508705;505820;2;1
508608;528595;1;6
514241;513946;1;1
515230;514781;1;2
557757;511391;2;1
509086;529354;1;2
513903;504769;1;1
508900;509043;1;3
514829;529371;2;3
515230;514462;2;2
514837;514837;1;35
514730;999999;1;5
513962;513903;2;4
513881;514144;1;1
508993;508438;1;2
515582;511218;1;4
513920;529354;2;1
509086;508756;1;1
515230;000000;1;18
557714;513997;2;7
514250;500968;1;1
514942;999999;2;2
514829;557358;2;1
514225;529494;2;1
508730;508462;1;1
513946;513954;2;1
514349;517062;1;1
514101;528595;1;1
514331;547557;1;1
514357;514373;1;4
515639;511218;1;1
514403;514071;1;1
513954;508560;1;1
513962;514284;1;1
513997;598127;1;1
513954;514268;2;13
514373;506745;1;1
514136;516589;1;1
514365;504009;2;1
513971;999999;1;2
514292;543004;1;1
514268;513954;1;3
514951;514951;2;3
514519;511218;1;6
513997;508497;2;1
513881;502413;2;3
513989;556149;1;1
514373;500712;1;1
513962;544051;2;1
513881;504815;2;1
514331;512729;1;1
515582;999999;1;11
514306;000000;2;3
514331;529460;2;1
514357;517402;2;1
513920;514233;1;1
514331;504203;2;1
514365;500011;1;2
513881;517551;1;1
514098;514225;1;1
514250;503665;1;1
514837;514799;1;2
514713;518476;1;1
514144;514373;1;1
513946;503011;2;1
508853;508535;2;3
514373;514110;2;1
513954;514373;1;1
514284;505901;2;1
508993;999999;2;1
508705;509001;1;4
508705;508764;1;1
508535;508853;2;8
508888;508438;2;3
508608;508829;1;1
508870;508527;2;1
513962;514331;1;3
513962;528595;1;1
508608;528595;2;3
509086;509124;1;3
513903;514365;1;1
508705;513903;2;1
508870;598186;1;1
514462;557927;1;3
514641;515175;2;1
514519;598224;1;1
515027;514501;1;1
514811;511293;1;1
514781;500011;2;1
557889;000000;1;4
515680;529320;2;1
514888;518468;1;1
514462;503703;1;1
509043;508951;1;1
508691;508691;1;3
508951;529460;1;2
514012;513997;1;1
514268;513997;2;1
513997;507440;2;1
514667;514667;1;5
509124;508608;2;1
508870;557251;2;1
514462;510998;1;2
514462;510262;2;1
508624;529320;1;1
509124;508667;1;1
514128;516589;1;1
508608;500011;2;1
514543;000000;2;4
514101;529346;1;1
557889;515027;1;1
514624;514462;2;3
514608;511218;2;2
514870;514462;1;2
514811;517402;1;1
514888;514608;1;1
514462;524140;1;3
514861;525529;1;1
514624;514624;2;3
514683;999999;2;2
515027;557901;2;1
508934;529435;2;1
509124;507288;1;1
514519;515744;2;1
557919;514519;1;4
514781;515442;2;1
514462;599093;1;3
508772;508829;1;2
509043;504815;1;1
514829;598682;1;1
508900;508021;1;1
508870;560103;1;1
515621;514781;1;1
557757;599841;2;1
509043;509094;2;1
514781;511218;2;1
514926;501905;2;1
515639;512036;2;1
509086;510262;1;1
508624;508772;1;1
508578;000000;2;1
515736;515469;1;1
514624;599824;2;1
515680;525791;1;1
514799;514543;2;1
514543;507440;2;1
514829;599816;1;1
504203;504203;2;440
520802;559687;1;3
504386;504386;1;45
504513;504513;1;403
518735;508438;1;12
504203;504360;1;17
504572;508063;1;82
518735;518387;1;18
518531;506745;1;2
504416;507741;1;8
518387;518387;1;262
504572;504947;1;4
504203;504882;2;6
504203;504335;2;20
520934;598224;1;1
521051;520551;1;6
504831;504203;2;6
504572;556114;1;47
504238;529371;2;10
520918;520179;1;12
504327;999999;1;5
504203;556131;1;4
520802;529320;1;39
504521;529389;1;5
518557;000000;2;71
518417;500011;1;3
504220;504220;1;128
518735;518867;1;4
504238;504891;2;7
518409;502031;1;12
504882;529371;1;5
504238;504521;1;14
504891;504769;1;2
504572;529460;1;10
518433;518433;1;1
518417;999999;2;11
518417;529346;1;5
518247;518727;1;1
504203;510262;1;1
504653;504653;1;41
504700;504203;2;12
504653;506745;2;2
504297;529320;1;8
520489;520918;1;3
504700;507229;1;1
504238;529397;1;3
504726;506745;1;11
504319;508055;1;30
504840;504840;1;139
504831;504815;1;18
518255;518255;1;13
520641;520934;1;3
504645;000000;1;29
520802;523101;1;16
504726;508063;1;11
504327;000000;1;18
504220;529311;1;2
518255;518557;1;51
504238;504815;2;7
518433;508438;2;1
504513;000000;2;45
504416;500267;1;3
504653;504815;1;5
504203;556122;2;13
504904;508063;1;13
504360;000000;2;8
504416;504815;1;8
504572;504203;2;1
504891;504874;1;1
504831;000000;1;59
504521;529460;1;2
504700;504700;2;10
504475;529460;1;2
504645;529460;2;1
504416;504009;1;2
556131;504378;1;1
556114;999999;2;7
504831;506745;2;2
556114;529346;2;2
504211;528595;1;4
504203;510114;1;1
504238;507962;2;1
556114;507954;1;1
504203;504602;1;4
504319;529311;2;1
504602;999999;1;1
504416;508179;1;2
556131;504581;1;1
518417;518158;2;14
504360;506524;2;1
556122;506745;1;2
504823;529346;1;1
504831;504475;1;6
504203;529338;2;1
504203;529311;2;1
504238;507709;2;1
504238;504769;2;1
504475;508063;1;3
504203;556114;1;3
504203;507687;1;3
504203;504289;1;1
504360;507989;1;1
504203;507750;1;1
504203;580899;1;1
504700;504297;1;1
504653;507440;2;1
504211;504238;1;3
504513;507890;1;1
504335;504572;1;1
504203;529419;2;2
504211;529338;2;1
504653;529460;1;1
504475;504891;1;2
504220;508306;1;1
556114;529494;2;1
504700;508063;1;1
504840;508209;2;1
504840;504700;1;1
504840;529354;1;1
504203;504769;2;2
504726;504475;1;1
504823;504572;2;1
504203;504351;2;2
504572;513016;1;1
556122;504513;1;1
504386;504602;1;2
556131;506745;1;2
504386;504696;2;1
504777;508063;1;1
504891;504831;1;1
504203;509132;2;1
504823;504530;1;1
504416;508055;1;1
504416;529311;1;1
504327;504840;1;1
518751;000000;1;29
504203;504025;1;1
518409;514462;2;1
518646;518417;1;5
518425;518999;2;1
518751;518581;2;5
518417;508438;2;4
518387;502863;2;1
520039;599841;2;2
518867;000000;2;8
518387;999999;2;13
518336;518417;2;3
520039;521108;1;4
520136;999999;1;4
521108;520039;1;17
518646;518557;1;14
518425;518158;1;3
518239;528595;2;1
520039;520829;2;2
520730;528595;1;2
520802;520641;1;16
520641;523925;1;1
520438;520438;1;9
520802;599816;1;11
520748;520802;1;1
520802;527661;1;1
520039;529419;1;2
520659;999999;1;14
520641;509701;2;1
520764;520934;1;4
518832;506036;1;1
520802;520136;1;3
520802;520039;2;2
518603;518158;2;1
520641;527840;2;1
518239;510351;1;1
518514;518557;2;1
518409;518557;2;2
518557;518255;1;1
518239;516317;1;1
518557;529419;1;1
518557;518409;1;1
518409;517402;1;1
518557;505820;1;1
518212;518484;2;1
520365;527009;1;1
518735;510998;1;1
518255;518808;1;1
518832;518158;1;1
520802;599786;1;1
520870;999999;1;2
520811;999999;2;3
520942;520004;1;1
520161;524140;2;3
520179;507032;2;1
518387;502243;2;2
518425;516627;1;1
520845;523003;1;1
520811;520802;2;5
520802;529460;2;1
520161;520926;1;2
520551;598186;2;1
518425;529320;1;2
518247;529460;1;1
518433;000000;2;1
520039;523232;1;1
518212;598186;1;1
520748;520829;1;2
520802;508021;1;2
520284;520284;2;1
520934;599093;1;1
520438;522589;1;1
520209;520829;1;1
520381;520381;1;4
520802;521060;2;1
520870;528595;1;1
520829;520365;1;2
520802;528293;2;1
520802;517291;1;1
520161;523232;1;1
520802;510262;2;2
520802;518468;1;1
520161;508063;1;1
521051;524140;1;2
520802;520896;1;4
520802;519006;1;2
520641;520039;1;1
520802;508179;1;1
520641;512036;2;1
520802;526355;2;1
518573;508438;2;1
520802;545686;2;1
518280;528595;1;1
520802;520438;2;1
513016;512885;1;17
500747;500747;2;10
513016;529320;1;35
500984;500968;1;54
500151;500925;1;23
513598;513598;1;190
513016;556475;1;3
513016;512851;1;21
555924;500933;1;36
513253;000000;2;27
500828;529338;2;1
513156;512842;1;27
500810;500151;1;1
500607;500011;1;12
513440;506354;1;8
500828;999999;2;27
500151;500011;1;14
500747;529354;2;1
500968;529397;1;1
500062;500933;1;102
513440;000000;2;110
513440;506613;1;47
513156;506125;1;1
500721;500658;1;2
513351;505846;2;3
513440;512851;1;8
513440;529397;1;1
513024;513156;1;29
513351;999999;1;17
513016;514420;1;1
555916;555916;1;12
500461;500968;1;71
513156;528595;1;16
500984;500585;1;1
582816;500887;1;1
513156;506354;1;1
500551;500968;1;74
500836;529362;2;1
513253;513253;2;19
513156;507741;1;1
500305;500305;1;26
513725;513016;2;4
500437;557307;1;1
557421;513016;1;64
557421;512885;1;9
513725;513598;2;1
500364;500968;1;64
500305;000000;2;12
500909;501905;2;1
500810;506745;2;1
557412;512931;1;2
500658;529320;1;2
557625;513610;1;5
557625;513121;1;1
513725;557501;1;1
582301;513326;1;14
557404;557404;1;22
557391;557391;1;10
512885;505820;2;3
513440;545741;1;5
513091;505820;1;12
513725;517402;1;1
513024;513598;1;9
513156;512885;2;1
513016;528714;2;1
513016;504203;1;1
513024;512958;1;1
513598;528595;1;6
513385;512931;1;13
557617;513610;1;3
513253;513351;1;5
513598;506281;1;1
513296;518913;1;1
513156;507440;2;2
513016;512958;1;1
500364;500364;1;51
500437;528595;2;6
500127;500968;1;27
500747;000000;1;80
513156;504203;1;1
500585;500011;1;5
500283;528595;1;9
500747;502413;2;1
500976;502031;1;1
582816;999999;2;13
513598;506656;2;1
500593;999999;1;13
500127;517097;1;5
500437;500437;2;3
500925;500011;1;12
500127;500127;1;10
582816;503452;1;1
500500;500658;1;3
500984;502413;1;1
500500;500062;1;1
500828;529311;1;1
500828;500747;1;1
500755;999999;2;6
500836;500828;1;5
500542;500828;1;1
500968;529362;1;1
500305;528595;1;8
513016;504203;2;1
500551;500968;2;7
500836;500372;1;4
500747;516589;1;1
512931;513253;1;1
557617;557617;1;3
513016;508667;2;1
513016;507938;1;1
513156;529346;1;1
513091;508217;2;1
557404;529371;1;1
513016;506532;1;3
513253;512940;1;1
513296;513351;2;1
557617;513156;2;2
513440;504815;1;1
513253;506745;2;1
513385;512842;1;1
513024;508063;1;1
513725;510262;1;1
557421;506613;1;1
513156;542733;1;1
500593;502413;1;3
500593;528595;1;9
555916;503151;1;1
500437;500011;2;10
500127;502413;2;2
500305;529320;1;3
500925;529371;1;1
500658;500283;1;8
500437;580899;1;2
500968;507938;1;1
582301;557421;2;2
513598;557404;1;1
513385;505846;1;1
557421;528595;1;2
513296;506125;1;1
500500;500631;1;2
500721;500011;2;2
517305;507440;2;1
500968;503452;1;1
500593;500968;2;2
555924;502413;2;2
500062;528595;2;2
500127;500011;2;4
555924;505251;1;1
500810;502031;1;3
500461;529362;2;1
500828;500925;2;1
500721;528595;1;7
582816;508217;1;1
555924;555916;1;4
500658;513881;2;1
500429;500429;2;3
500810;500321;1;2
582816;500062;1;2
500755;500631;2;1
500607;517097;1;1
500607;500151;1;1
500909;500810;2;2
500062;504891;1;1
500593;500062;2;1
500968;518387;2;1
500968;558133;1;1
555916;500798;1;1
500500;555932;1;1
555932;500828;1;1
500593;529311;1;1
500542;500062;1;1
500607;529460;1;1
500968;580899;2;1
500828;505129;1;1
500364;500933;1;1
513385;513725;1;1
511765;000000;1;341
511315;508438;2;2
511471;000000;1;81
511269;511218;1;54
511498;580317;1;13
511684;000000;1;29
580317;517402;1;1
511595;511218;1;46
580317;514462;2;1
511471;511471;2;24
511978;512036;1;1
511498;508438;1;21
511498;558192;1;2
511447;511501;1;2
511340;511340;1;10
580317;511765;2;2
511765;528595;2;14
511498;511471;1;4
511269;511315;1;5
515515;514462;1;4
511595;514462;1;4
511498;518468;1;1
511765;505820;1;2
511889;511889;1;3
511765;511421;1;6
514900;999999;1;7
511498;500011;2;1
511471;506745;1;1
511765;511447;2;2
511617;511269;2;1
511765;511919;2;1
511269;511811;1;1
511269;500011;1;1
511340;511269;1;1
514918;512036;1;1
511765;512729;1;1
514918;503665;1;1
511471;511391;2;2
511765;515264;2;1
511595;500011;1;1
517143;999999;1;5
516643;516643;2;236
510114;509876;1;467
509876;529346;2;2
509949;510238;1;8
542652;999999;2;164
505358;999999;1;7
516627;516627;1;88
510114;999999;2;91
543080;000000;2;12
505447;999999;2;10
516601;516601;1;34
510173;000000;2;38
543080;542652;2;4
505455;513016;1;1
516643;000000;2;115
516643;517364;1;16
516627;508438;1;8
516643;529346;2;3
542849;517402;1;1
509949;509949;1;31
510114;529320;1;19
516627;999999;1;13
516643;516759;1;11
510106;528595;1;39
