obecA;obecB;Periodicita dochadzky;POCET
556530;556521;1;5
556530;504009;2;1
507326;999999;1;4
507415;529346;1;4
507326;556149;1;1
518620;507768;2;1
507253;507768;2;1
507024;504017;1;1
556530;507288;2;2
507172;506800;2;1
507415;529320;2;2
507326;506745;1;3
556602;507156;1;1
507253;504009;2;2
556645;999999;1;2
507202;500739;1;1
507792;507440;1;5
507253;556513;1;1
518620;529354;1;1
507253;529311;2;2
513610;509248;1;3
557447;512842;1;17
556521;500011;1;3
513334;505820;2;3
513326;506281;1;4
512851;513253;1;10
513610;512940;2;5
513610;513156;2;10
513318;517488;1;1
513334;517461;1;1
513377;000000;1;16
513407;512851;2;11
513610;529460;2;6
513326;507440;1;1
513610;557935;1;1
513610;500348;1;3
513610;529354;1;2
513300;513342;1;1
512851;509345;1;1
513610;513334;2;1
500348;528595;1;3
513326;512885;1;2
513334;517402;2;1
513334;513016;1;1
513334;513300;2;1
513326;598208;1;1
513334;513342;1;5
513326;513318;1;3
557447;512940;1;2
513814;513814;2;3
500348;517593;2;1
513407;513407;2;1
513334;512851;2;1
513334;506559;1;1
513318;506613;1;1
513342;513296;1;1
507407;000000;1;7
507407;506745;1;1
508217;510262;2;2
507822;508217;2;16
503801;503801;2;8
507822;507938;1;2
507903;529311;2;4
503681;503681;2;4
507822;529397;1;3
503797;529320;2;5
555495;529311;1;3
507903;529427;1;1
508217;505846;1;1
508276;508438;1;2
503801;503665;1;1
506885;506001;1;2
503851;529311;1;2
503983;529346;2;3
503851;506745;1;2
503894;529397;1;4
507521;000000;1;58
506966;507288;2;1
506966;000000;1;46
507903;529354;2;1
507997;501620;1;1
508284;529419;1;1
582549;508217;1;5
507032;517402;2;6
507539;529346;1;1
507938;529401;1;1
507024;508179;1;2
555509;508179;2;1
508098;507806;1;1
506800;506745;2;2
508110;507814;2;1
506966;999999;1;3
508098;508179;2;1
507521;507661;1;2
506800;505820;1;1
507032;506311;1;1
503801;529320;2;4
508276;501433;1;2
508071;501913;1;1
508331;507938;1;2
508217;504149;2;1
506966;507440;1;7
507814;507997;1;1
508136;504149;1;2
545333;504947;1;1
508292;507814;1;7
507911;503061;1;1
503801;000000;2;4
503851;508292;1;3
507822;529427;2;1
508217;524841;1;1
507903;529371;1;1
507814;529338;2;1
503819;503819;2;1
507814;501905;1;2
507814;502031;2;1
507865;508217;2;7
503819;504017;1;1
555487;507741;1;1
508098;529354;2;1
507865;508284;1;1
545333;507440;2;1
508136;509906;2;1
555495;529354;2;1
503801;529371;1;1
507032;556521;2;1
508110;507938;2;1
555509;507911;1;1
507822;501972;1;1
507661;506842;1;1
507075;506818;2;1
508217;514454;1;1
545333;510998;2;1
512958;513598;1;1
555509;529389;1;3
503819;502022;1;1
508284;508055;2;1
556521;556530;1;2
555487;507822;1;1
508276;517402;1;1
503801;529346;1;1
555487;507989;2;1
507661;506818;1;1
508292;504017;2;1
503983;508179;2;1
545333;513881;2;1
506800;504815;1;1
557439;557692;1;1
507288;556513;1;1
507521;502413;1;1
512958;999999;1;12
512851;598216;1;1
507288;580473;1;1
507032;504017;2;1
513121;513024;1;5
503819;503894;1;1
510998;512371;1;9
510670;529320;2;2
500348;512842;2;1
557439;516643;1;1
512940;513814;1;2
555495;500011;1;1
503797;529401;1;1
507661;555789;1;1
512940;528595;1;3
510629;508438;1;13
510998;529311;1;9
507032;508438;2;1
506958;506745;2;2
507075;504998;2;1
506800;505846;1;1
507903;504203;1;1
510530;510831;2;1
510998;510211;1;1
510637;510386;1;1
510530;509728;2;1
510815;509825;1;1
510670;529362;1;1
510718;508560;1;18
511005;510661;1;4
557439;507032;1;1
557692;557439;1;1
557692;512842;1;1
510785;510661;1;4
510629;500011;1;2
510548;000000;2;19
511056;512371;1;1
524026;523381;2;4
523950;523933;1;6
523631;999999;2;12
510530;500011;1;1
511005;518158;1;2
510637;503762;2;1
510807;510998;2;12
510998;506745;1;7
523381;523623;1;3
524018;560103;2;6
524093;000000;1;33
523879;526592;1;6
510599;510823;1;3
510629;516970;1;1
513610;506656;1;1
523721;523658;1;3
511005;512036;2;2
510815;506338;2;1
523381;599883;1;1
523496;999999;2;11
523593;560103;1;3
523658;999999;1;13
510998;522279;1;2
523381;500011;2;8
523381;518158;2;5
523844;524140;2;2
510998;560103;1;1
510785;557358;1;2
510998;529371;2;2
510548;529354;1;2
524034;523925;2;4
524034;999999;2;1
510785;510726;1;5
510815;529397;2;1
511064;512648;1;2
511005;510904;2;2
510670;529419;2;1
559890;523402;2;3
523437;528595;2;1
510301;510670;1;10
511064;510599;1;1
510998;517593;2;1
510998;510670;2;4
511005;529401;1;1
510670;509540;1;3
511030;510599;1;2
510785;510301;1;3
510301;511170;1;1
510823;510661;2;1
511005;508560;2;1
510441;512036;2;2
510785;510823;1;1
507300;510301;1;6
510998;529419;2;1
510998;509744;2;1
510629;518158;2;2
510548;510807;1;1
510998;558281;1;1
510998;513610;2;2
507300;500011;1;1
510530;529346;1;1
510599;510653;1;1
510998;520110;1;1
510815;510637;1;1
507300;512036;1;2
510629;511005;2;1
511102;517402;2;2
510661;510165;1;1
523445;528595;1;3
510530;581585;1;2
560103;526355;1;4
510998;510866;1;1
523437;528595;1;4
510807;525146;1;1
510742;510696;1;1
511005;515612;2;1
510823;502031;2;1
510807;512648;1;1
523933;508438;1;2
510998;507741;1;1
523381;518034;2;1
523631;506745;2;6
523721;529320;1;1
510637;517402;2;1
511064;529346;1;1
523437;523496;1;4
560103;504203;1;1
523593;523062;1;1
524034;598186;1;1
523631;524140;2;1
560103;522074;2;1
523542;508063;1;1
523658;527688;1;1
523381;520004;2;1
523381;526487;1;1
523381;518662;2;1
510785;523381;1;1
523925;510564;1;1
523925;543691;1;1
523950;524140;2;1
524107;518158;1;1
523933;524140;2;1
559890;598186;1;1
523879;523518;2;1
523925;511129;1;1
523747;523585;1;1
523879;510998;1;1
523381;524981;2;1
523631;511170;2;1
523381;525529;1;2
523747;500011;2;1
523496;524018;1;1
523763;523844;1;5
523721;529460;1;1
523488;528595;1;1
523488;526592;1;1
523879;528595;1;2
523542;524034;1;1
523402;598186;2;1
523381;518476;1;1
524107;523585;2;1
523381;523607;1;1
523402;523852;1;1
523950;526355;2;1
523445;000000;2;1
523721;523844;1;1
524093;523585;1;2
523933;518034;1;1
523488;598186;1;1
523542;523682;1;1
523763;523828;1;1
523381;523674;2;1
523852;523585;2;1
518158;516589;2;14
581691;500011;1;34
518972;518158;1;349
500933;500011;1;373
518972;518972;1;162
500011;504050;2;2
500313;500011;1;65
501166;999999;1;30
500411;500011;1;315
509370;518034;1;17
501026;503011;1;61
518204;518204;1;51
501182;501026;1;232
518158;558133;1;71
518158;503711;2;1
500011;502430;1;1
509264;509264;1;148
500011;501905;1;1
518204;000000;2;21
501115;999999;1;41
509302;999999;2;28
501077;999999;1;43
500933;529460;1;6
518808;999999;2;31
556696;529320;1;8
500704;528595;1;9
500941;507253;1;3
500011;500640;1;29
501361;501026;1;73
518158;545333;1;1
501026;501433;2;24
500071;500011;1;417
500631;504998;2;1
545589;000000;1;278
500798;500933;1;49
555991;555991;1;45
518662;529371;2;1
500631;528595;1;1
518158;599891;1;1
501085;501026;1;95
509281;509256;1;47
500704;529354;1;2
500933;999999;2;52
518727;508438;1;14
500381;529460;2;1
518662;518808;2;3
500933;529397;1;3
580899;507172;1;2
501204;000000;2;156
500780;500950;1;6
500194;999999;1;14
500020;582387;1;13
509256;509132;2;7
501026;529419;1;2
501026;500011;2;13
500780;529460;1;1
500577;500577;1;240
500704;500704;2;12
501239;503185;1;1
501166;529346;1;5
501301;501026;1;145
500011;504815;1;1
500933;513610;2;1
500577;529460;1;2
501174;529320;2;3
500631;500011;2;3
501361;999999;2;22
500895;000000;1;151
555860;999999;1;12
500704;500046;2;1
518662;508217;1;1
518891;516660;1;1
500704;529320;2;9
501280;503011;2;38
518972;529389;1;1
500135;529346;2;1
518875;508438;1;6
500011;556696;2;18
501018;529354;2;2
500011;517381;2;2
518506;518158;2;22
509256;509469;1;9
500011;500453;2;4
501123;503177;1;4
501204;501204;2;170
501247;501026;1;37
500011;500356;1;27
501328;999999;1;95
500933;517402;1;1
501212;501026;1;26
500933;508233;1;1
580791;506745;1;1
501026;529397;2;4
518298;529311;1;1
518727;518727;2;8
500071;507741;1;1
518662;509493;2;1
518204;518204;2;11
500011;513016;1;2
518506;000000;2;16
509442;509442;2;5
518808;508454;1;5
501026;503215;1;3
518158;508829;1;2
582719;529346;1;1
518760;999999;2;5
580899;555789;1;1
518662;518557;2;2
518158;529371;2;6
518662;580236;1;2
518158;509060;1;2
518760;518808;2;3
518506;557293;1;4
518662;518387;1;1
518204;518174;1;1
518298;516589;1;1
518158;507300;1;1
518808;509094;1;1
518808;528595;2;3
518158;529389;2;1
501093;501522;1;28
501093;501425;1;3
501409;000000;1;38
501301;501387;1;5
501301;503665;1;2
501239;501140;1;17
501395;999999;2;93
501255;503011;1;2
580911;501042;1;4
501280;503665;2;3
501191;501093;1;4
580911;580911;1;17
501069;999999;2;7
501204;501387;1;2
501034;501115;1;1
501026;501093;1;2
501174;503011;1;3
501336;501255;1;4
580911;501522;1;18
501115;501573;1;1
580911;503614;1;1
501158;501310;2;1
501158;501280;2;1
501395;501352;1;5
501166;503177;1;2
501395;529371;1;1
501182;501085;1;3
501409;555827;1;1
501336;503011;1;1
501093;501883;1;1
555991;500577;1;12
501280;501204;2;4
500704;556149;1;1
501034;503215;1;1
501123;501271;1;1
501042;501522;2;1
501387;501433;2;3
501301;503584;1;1
501158;529338;2;3
501425;503011;1;1
501417;501611;1;1
501158;503665;2;1
501140;500011;2;3
501417;501786;2;1
501085;501433;2;1
501191;529320;1;4
501123;508101;2;1
501069;501387;1;1
501026;501107;2;2
500011;510262;2;2
501034;501212;1;1
500194;999999;2;12
501328;503592;1;1
501255;501115;2;2
501204;529338;2;1
501255;555827;1;1
500518;529320;2;3
500020;507253;2;5
501255;503401;1;1
500917;000000;1;159
501140;503584;2;2
555860;000000;2;10
500780;500313;1;15
501204;506745;1;2
500674;500992;1;2
500704;529371;1;6
500941;529320;1;17
500011;500909;1;1
558320;529371;1;2
500704;503720;1;2
500780;500704;1;2
500011;500828;2;2
500381;504998;1;5
500381;000000;2;9
500518;500968;1;4
500518;507903;1;1
556696;529320;2;7
555860;513997;2;1
500194;555860;1;6
500046;500356;1;1
500372;529346;1;2
500666;500666;1;10
545589;504092;1;2
500674;529320;1;11
581623;999999;2;6
500020;507156;1;1
500046;529397;2;1
582719;999999;2;3
500895;501026;1;1
545589;529346;1;1
500704;507288;1;1
500011;503665;2;5
500402;502031;1;2
500411;503011;1;1
500020;503665;1;1
582425;543063;1;1
582387;508993;1;1
500950;503380;1;1
500518;500160;1;1
500933;502065;1;1
500011;504092;1;1
500372;502031;2;1
581097;500950;1;1
500020;500046;1;1
582719;500682;1;4
545589;518158;2;1
500887;503274;1;1
500895;501026;2;1
500071;500682;1;2
500674;512036;2;1
558320;545589;1;2
500887;502413;2;1
500011;512036;2;3
555991;503011;2;1
558320;555916;1;1
500933;529397;2;1
500933;506567;2;1
500470;529460;1;3
500453;504998;1;1
500071;501026;1;1
582387;500020;1;1
500933;510998;2;1
500933;500372;1;1
545635;505048;1;1
500046;500887;2;3
500071;503282;1;1
500071;505714;1;1
500631;999999;2;5
556696;501433;1;1
500011;581691;1;1
500101;500950;2;1
500011;519006;2;1
500844;500691;2;1
500682;529346;1;1
558320;523607;2;1
500682;528595;2;1
500470;517381;1;1
500704;500712;2;1
500933;558320;1;3
582425;504998;2;1
500011;507661;1;1
500011;518581;1;1
500887;507156;1;1
500411;555754;1;1
500704;507521;2;1
500372;555860;1;1
500160;528595;1;1
500011;500071;2;1
500372;501310;1;1
555908;502031;1;1
500691;558320;1;9
501204;507741;1;2
501026;507440;1;3
501361;501026;2;8
501026;555827;2;3
501239;529311;2;1
500534;582387;1;10
500488;500011;2;25
500011;508179;2;1
501379;501611;1;2
501409;501140;1;1
500917;556050;2;1
581691;504025;1;3
509264;517551;1;14
500577;500844;2;1
500691;581691;1;3
500712;506745;1;3
581097;504998;1;3
501344;529320;1;8
501344;501581;1;2
501328;500011;2;1
501263;501921;1;1
500577;500071;1;1
509256;509507;2;2
509264;528595;2;4
509256;580791;2;2
555991;529320;2;2
580791;509264;2;1
555908;523101;1;1
500933;516830;2;1
581097;581097;1;9
518671;518204;1;2
581097;598186;2;1
509205;529346;1;1
500453;503771;1;1
501247;529320;1;5
501123;506745;1;2
501158;501395;2;1
518361;518361;2;2
501026;513156;1;1
501140;506745;2;1
518174;508438;1;5
501361;529320;2;3
518891;508063;1;2
518671;508438;1;6
501140;503665;1;3
501328;501395;1;1
501221;000000;2;2
501077;502413;2;1
501212;580554;1;1
501026;514462;1;1
518891;518891;1;13
501344;529397;2;1
501344;510106;1;1
501204;507741;2;1
501361;501824;2;1
501247;501239;2;1
545635;505404;1;2
500313;500682;2;1
501182;506745;1;1
501018;500470;1;3
500640;503959;1;1
501018;501905;1;1
555967;999999;2;1
500640;507440;1;2
501263;503932;2;1
500691;504025;2;1
581097;500381;1;7
500453;504017;1;2
501310;501263;1;1
580911;501093;1;2
500640;506745;2;2
501361;528595;1;1
500917;503592;1;4
501085;503011;1;1
501026;501336;1;3
501263;501158;1;2
509264;509302;1;3
509302;512478;2;1
545635;508217;1;1
509302;509175;1;1
509264;599093;1;1
501344;501611;1;2
509256;518468;1;1
509264;523381;2;1
500399;506745;2;1
501395;503240;1;1
500712;529320;2;1
500577;502413;1;1
501123;503045;1;1
501221;501425;1;1
509256;502413;2;2
509175;557358;1;1
509256;512729;2;1
509256;509507;1;1
501361;528595;2;1
501271;529320;1;1
501344;503665;1;1
501344;501921;1;2
509256;560103;2;1
509329;517755;1;1
509256;505820;2;1
501247;503011;2;1
500917;558320;1;1
500577;500666;1;1
580791;510564;1;1
500356;500992;1;1
501158;504131;1;1
501212;503185;1;1
501115;503177;1;1
500577;502031;1;1
500992;500682;1;2
500402;500062;1;1
500992;500062;1;1
500798;500011;2;1
501352;501310;1;1
509272;529346;2;1
509469;517739;1;1
500011;505960;1;1
555908;503282;1;1
581097;500933;1;1
500992;582638;1;1
518158;508497;2;1
509370;509264;1;2
518158;503665;1;2
509256;529311;1;1
509329;509779;1;1
518972;518808;2;2
518981;528595;1;1
518689;517071;2;1
518808;507938;2;1
518361;518760;2;1
518158;508179;2;1
518972;501905;1;1
518158;557277;2;2
518361;518506;2;1
509329;518069;2;1
580791;502413;2;1
518875;506338;1;1
518808;515850;1;1
518158;522279;1;1
518166;518557;2;1
558133;599891;2;1
518727;502031;2;1
518476;516970;2;2
518697;508560;1;1
518476;516589;1;1
518221;518166;2;1
558133;500011;1;2
518697;518174;1;1
518671;518476;1;1
518875;508438;2;2
518506;509558;1;1
518581;518581;2;1
518476;529346;1;1
518760;528595;1;1
558133;503894;1;1
518671;518808;1;1
515612;515612;1;884
526142;526142;1;1585
504998;528595;1;112
543101;542733;1;37
506044;505846;1;1
526142;999999;2;187
514756;000000;2;6
504998;504998;2;602
505820;506338;2;33
505714;506524;1;1
542971;500011;2;13
506559;505820;1;393
515612;525651;1;77
505838;505820;1;95
525791;525791;1;258
525995;543292;2;1
506613;513440;1;33
506044;505820;1;83
505234;505234;1;112
504998;556327;1;3
526142;524140;1;2
542661;504998;1;42
542717;542733;1;4
580457;529346;1;6
542661;500011;1;15
505935;506559;1;12
504998;505820;1;32
505773;506206;1;1
504998;543004;2;5
506567;529320;1;12
505943;505943;1;133
506648;528595;1;3
506508;000000;2;31
526142;580384;1;4
505374;508179;1;1
556157;529320;2;8
505943;505960;1;3
543101;512036;1;1
506231;999999;1;16
506281;512885;1;9
526151;525791;1;16
545741;528595;1;3
505421;505421;1;129
506354;506613;1;115
505820;506745;1;17
504998;505498;2;3
505374;529320;1;17
505714;507750;1;14
525995;525928;1;23
505676;514292;2;1
506613;506559;2;10
505536;505234;1;13
526142;508438;1;24
525995;525529;1;3
506036;999999;1;49
506591;000000;2;19
504998;505641;1;23
506656;528595;1;3
581704;556149;1;3
515612;526312;1;1
526258;525928;1;19
514756;525651;1;12
506648;542652;1;53
545741;506478;1;16
556157;505315;1;3
505820;504203;2;2
526151;000000;1;17
506605;505978;1;3
504998;556149;2;22
542881;542717;1;1
556297;529346;1;1
546682;510998;1;1
525928;526118;1;1
505960;505820;2;50
526142;503011;1;1
506028;529419;1;1
505439;529362;1;1
505820;512036;1;6
542717;529371;1;2
506532;529338;1;1
506231;506478;1;5
506532;542733;1;1
505234;507440;2;8
505820;501379;1;2
506559;999999;2;20
506087;506613;1;2
506567;529460;1;1
581348;506613;1;10
505854;502031;1;1
506281;529320;2;9
505943;506745;1;2
506532;529346;1;1
506567;529320;2;6
506567;506613;2;1
506591;529362;1;1
505820;507253;2;1
506567;505714;1;2
505943;506338;1;5
506508;513440;1;3
506281;507440;2;1
506010;505943;2;3
506591;507032;1;1
505820;518158;2;4
506281;513296;2;1
506591;506231;2;2
505820;508179;2;1
545741;529427;1;1
506087;999999;1;7
505820;599328;1;2
545741;528595;2;3
506567;517402;1;2
505820;506605;1;4
506567;512648;2;1
545741;506745;1;2
506281;545686;1;2
506281;505943;1;4
506613;529371;1;2
506281;508063;1;1
545741;500933;1;1
545741;529397;1;1
505935;513326;1;1
506010;506613;1;2
505820;501735;1;1
505854;507440;1;2
545686;505960;2;3
506010;529371;1;2
506559;506281;2;3
556475;505846;2;1
506656;506036;1;1
506541;506583;1;2
546682;518034;1;1
505960;504998;1;2
505820;515850;1;1
506281;507539;2;1
505960;506281;1;1
546682;506036;2;1
546682;529460;2;1
506613;517402;2;1
506656;506583;2;1
545741;506371;1;1
506354;505820;2;13
506613;514284;1;1
556475;529320;1;3
506656;545741;2;1
504998;514268;1;7
505421;517097;2;1
505421;507741;1;2
504998;513610;2;1
504998;581305;2;6
504998;517402;2;3
504998;505064;1;2
504998;557293;2;1
504998;503398;2;1
504998;505757;1;1
505421;506001;1;14
505421;505536;1;3
505421;503592;1;1
505234;529320;1;12
504998;508217;2;1
504998;529354;2;3
505820;506354;2;2
504998;543039;2;1
505374;500011;1;9
556149;528595;1;10
542709;507440;1;6
580457;500011;1;14
581658;542733;1;9
581305;543004;1;1
505374;505676;1;1
505374;556149;1;6
542717;505234;1;19
505064;505421;1;1
556220;504998;1;6
506095;505846;1;1
505641;505307;1;1
542695;505714;2;1
506648;543136;1;1
506290;529460;2;1
506133;506338;1;4
556327;000000;1;14
505978;506338;1;1
506591;506354;1;1
505064;556149;1;2
556297;500011;2;1
542717;506745;1;6
505676;556157;1;2
542938;505234;1;4
542695;580899;1;2
542709;505234;2;2
505757;504998;2;4
506028;506028;1;12
580457;556157;1;8
505714;507415;2;1
506371;506371;2;4
545686;506559;2;4
505978;528595;1;1
506567;513610;1;2
581704;581704;2;6
556238;542717;1;1
542792;506745;2;1
526151;508438;2;1
526151;525928;1;11
525766;525766;1;24
504998;528099;1;1
505137;500640;2;1
505510;529320;1;2
525791;507741;1;4
526321;525791;1;5
515159;000000;1;7
515612;514624;1;7
525987;526142;2;6
515400;513326;1;2
505676;505901;1;1
525812;999999;1;10
525766;525731;1;2
515612;515566;1;7
556211;505536;1;4
543063;500381;1;1
556157;528595;2;1
505536;503011;1;1
505498;529460;1;1
580457;505374;1;2
505935;542652;2;1
545686;506125;1;2
505820;500968;1;1
505960;529371;2;1
556475;513440;1;1
525987;514721;1;1
506567;506036;1;1
505854;506532;2;1
545686;506745;2;1
506036;508217;2;1
505641;508233;2;1
542938;529346;1;2
506371;000000;2;3
505854;529371;2;2
505757;000000;2;2
514977;999999;1;2
506168;506559;1;1
505641;500011;2;2
506010;506583;1;1
506095;506567;1;2
506613;508217;1;1
505340;556157;1;3
542971;542971;2;1
505021;543110;1;2
542938;542971;1;1
556262;580899;2;1
543063;503584;2;2
506095;506133;1;1
505439;556157;1;1
505064;505641;1;2
542938;507440;2;1
505421;529460;1;3
556297;505048;1;3
542954;505234;1;2
505714;500640;1;4
505676;542733;1;3
543039;581658;1;2
542717;505048;2;1
505021;507750;1;2
543063;542938;1;1
543101;556297;1;1
505234;500011;1;4
556149;529346;1;2
543063;500640;2;1
556238;528595;2;1
505285;505510;2;3
542954;528595;2;1
504998;514454;2;2
505404;505285;1;2
542695;542695;1;5
506567;545741;2;1
556327;505552;1;1
505064;504998;2;3
505714;506338;2;2
504998;516970;1;1
505137;528595;2;1
556211;508217;1;1
505404;513903;1;1
542971;505641;1;1
505137;500950;1;1
542938;505641;2;1
505285;505315;1;3
505498;504165;1;1
543101;556246;1;1
505676;506001;1;3
505439;556190;2;1
505048;500071;2;1
505242;505722;1;1
505048;505242;1;1
505510;580457;1;3
506591;513610;1;1
505820;506991;1;1
506648;513881;1;1
506010;504513;1;1
556157;543101;1;2
545686;500836;1;1
505340;529371;2;1
543101;500011;2;1
556327;529435;2;1
556165;542733;1;1
505773;502073;2;1
542717;556149;2;1
505536;505021;1;2
514896;525928;1;2
542717;507032;1;1
505374;514454;1;2
515612;506745;1;4
526118;598186;1;1
526321;999999;2;4
515612;515078;1;5
505757;528595;2;1
525791;525987;1;1
525995;525995;2;5
525928;526142;2;7
505757;507032;1;1
525995;518158;2;1
504998;508560;1;1
505234;501026;2;1
580384;526142;2;3
556351;528595;2;1
525928;507741;2;1
505510;505820;1;1
556220;507563;1;1
557820;514519;1;1
580384;514462;1;2
505242;500704;1;1
543071;508217;1;1
542881;528595;1;1
515256;598186;1;1
515159;529371;2;1
515370;506559;2;1
526142;518808;1;2
525987;508438;1;3
515523;529397;1;1
525987;525766;1;2
505536;556220;1;2
505404;502863;2;1
526258;515671;1;1
556351;507741;1;1
525812;507032;1;2
505285;543047;1;1
581704;542709;1;1
542938;516287;1;1
505234;505714;2;1
526100;526100;1;2
542938;506834;1;1
526142;599093;1;1
526011;515680;1;1
514896;598186;1;1
514675;522279;1;1
525944;515671;2;1
515612;529338;2;1
525995;526002;2;1
526151;509051;1;1
580384;560022;1;1
515612;515248;1;1
525928;511391;1;1
526002;512036;1;1
515612;525651;2;1
515361;557315;1;1
526002;513016;2;1
526142;516660;1;1
526142;515680;2;1
515361;515001;1;1
515612;507989;2;1
525774;598186;1;1
526037;526037;2;1
526118;526142;2;1
508161;529320;1;20
509540;509540;1;4106
510165;509540;1;175
509973;509973;2;12
507954;529389;1;1
508055;529320;1;222
508080;529320;1;105
508233;508233;2;121
508195;000000;2;34
507890;529371;1;53
508381;504769;1;3
507831;529460;1;6
509973;513016;1;1
508195;529320;1;111
507831;000000;1;37
508063;505820;2;2
508195;507938;1;1
508080;508080;2;10
507954;529320;1;68
508381;508055;1;107
509965;509540;1;25
508039;529354;1;2
504858;504769;1;50
507890;508055;1;68
508381;529460;2;2
504874;999999;2;2
504858;000000;1;84
504980;508055;1;106
508021;508233;1;15
508233;529311;1;22
509744;557358;1;15
509744;509744;2;16
508012;529320;1;34
508063;507954;2;1
508080;529460;2;2
507831;529346;1;10
504947;508012;1;12
508055;507954;1;7
510041;517402;1;2
507890;529320;1;74
509825;999999;2;11
509744;510807;1;4
509540;529397;1;8
509540;512681;1;3
507831;529354;1;4
504980;504769;1;4
507962;529346;1;18
508063;507954;1;12
507890;529397;1;1
508055;529389;2;3
504629;504629;2;5
504858;999999;2;12
507890;508233;2;4
508063;504521;1;2
507954;529346;2;1
508241;000000;1;65
504556;529460;2;2
508063;508217;2;2
509957;528595;1;4
507954;529320;2;12
504556;529427;1;1
507831;529311;1;1
504858;508055;2;3
508063;507032;2;1
508063;529401;1;3
508063;508209;1;2
508233;506036;1;1
504629;529354;1;1
509540;509957;2;19
509540;529371;1;6
504947;509256;2;1
504556;508195;1;1
509540;503762;1;1
509540;510084;1;1
508381;529338;1;15
507962;508012;2;4
504637;508233;1;5
508161;508063;1;22
508039;529419;1;6
507962;508021;2;1
508021;529338;1;5
504874;529460;2;2
508161;529371;1;3
508381;508349;1;5
508233;508381;1;14
508080;529346;2;3
508039;529389;2;4
508012;508101;1;2
508161;508233;2;4
508063;523445;1;1
508055;508365;1;2
504769;507962;2;1
500267;508063;2;2
504769;560103;1;1
500267;507741;1;1
508233;507954;1;2
508012;529371;2;3
508365;508012;2;1
504874;504815;1;1
508233;504025;1;1
508012;508365;1;4
504947;504203;1;3
504947;504980;2;1
508381;598224;2;1
508021;517402;1;1
508195;518263;1;1
508012;529346;2;1
504947;508039;1;1
510017;000000;1;54
504637;528595;2;1
510165;506745;2;1
509990;000000;1;8
509973;517402;1;3
509698;510114;1;9
509698;509892;1;2
509639;509876;1;45
509957;510106;1;3
509540;517305;1;1
509701;517402;2;1
510009;509957;1;21
509698;500011;2;3
510211;507440;1;1
509922;508063;1;1
510165;999999;2;7
509957;512036;1;2
510211;506338;1;1
509957;512648;1;3
580813;509957;1;3
510254;510017;1;1
509710;509701;1;3
509540;509655;2;1
510254;529397;1;1
509639;556513;1;1
509825;509540;2;5
510181;509973;1;1
509787;509787;2;6
509698;517402;2;3
510181;517402;1;1
509639;510238;2;1
510181;512036;1;4
509701;526355;1;1
509922;510211;1;1
509787;510670;1;1
510211;509701;2;3
510165;510726;1;1
509825;510327;2;1
509701;500011;1;1
509825;510998;1;4
510017;509833;1;1
509957;510262;1;2
509787;509680;1;1
509825;508438;1;1
510254;511170;2;1
510181;510165;2;1
509744;510726;1;1
509744;529346;1;1
510254;598186;1;1
510165;512036;1;2
509990;510181;1;1
509825;510262;1;1
509701;529362;1;1
509540;519006;2;1
509825;510734;1;1
510017;510106;2;1
580813;510181;1;1
510165;529346;2;1
509710;509876;1;1
509973;525529;1;1
509710;510807;1;1
509132;999999;2;435
517623;512842;1;27
509230;999999;1;132
509485;000000;1;185
509485;518034;1;11
519197;598186;1;10
509400;509132;2;66
517461;517895;1;77
517631;518034;1;4
517461;517402;2;92
527319;527106;1;47
509337;518034;1;10
517691;517691;1;92
527432;527106;2;2
509400;517461;1;2
518085;518085;2;29
517461;529460;1;9
527564;524140;1;3
527459;529320;1;2
509345;502031;1;1
509531;999999;2;54
517623;517461;1;84
519391;519391;1;67
509507;529346;2;7
509337;999999;2;60
517691;529460;1;1
517798;505820;1;2
509132;513610;1;3
517631;517933;2;1
509230;509132;1;48
509400;517402;1;101
528081;527106;1;57
509477;509396;1;7
509361;517551;1;3
509361;517402;1;17
509345;000000;2;125
509361;999999;2;34
527882;999999;1;12
517461;501573;2;1
527963;000000;2;1
509311;509477;1;28
527106;544051;1;1
509159;529320;2;8
518018;529346;1;4
509311;509132;1;46
509159;509256;2;23
509213;509507;2;7
527947;524140;1;2
517674;517593;2;2
517691;505820;1;1
517861;517861;2;7
517798;517895;2;4
509230;502031;2;2
509230;509485;1;4
509213;509400;2;3
517992;518085;1;3
509221;509311;1;2
509299;542652;1;1
518018;509132;1;2
509485;505871;2;1
509451;512036;1;2
509477;509311;1;31
509213;509230;2;1
509337;509361;2;3
509213;509361;1;4
509477;509906;1;6
509183;505820;2;1
509451;506583;2;1
509485;529346;2;3
509477;501549;2;1
509451;529443;2;1
509400;529346;1;3
509345;502782;2;1
509159;502031;2;2
509507;506745;2;2
509493;529311;1;1
517861;513326;1;1
509451;502031;2;2
509345;507032;2;3
509337;509973;1;1
509337;508438;2;1
509311;517461;2;1
509400;544051;1;1
509515;500011;1;1
509507;509361;2;4
509299;506745;2;1
518018;529460;1;1
509221;519961;1;1
509183;510262;1;1
509400;509493;1;2
509451;504203;1;1
509132;503509;2;1
509507;503665;2;1
518018;581984;1;1
509345;529397;1;1
518018;502413;1;1
509299;512036;1;1
517674;517861;1;6
509507;509396;2;1
509523;516589;1;1
509132;599841;2;1
509507;517461;2;1
509493;501573;1;1
509507;513156;1;1
509361;509213;1;1
509396;505820;2;1
509345;509493;2;1
509515;512036;1;1
509515;524743;2;1
509345;508250;2;1
